.VERSION 1.0
44 59
44 50
44 42
44 34
46 28
46 27
46 21
46 18
46 17
46 15
47 15
47 12
47 14
45 14
45 15
44 16
44 17
44 23
43 28
43 34
41 36
38 42
35 48
33 49
33 54
30 58
30 61
29 64
22 64
21 67
19 67
17 67
12 65
12 63
7 59
5 55
5 54
2 47
2 43
2 41
0 29
0 24
0 18
0 16
0 15
0 10
0 8
1 6
1 2
7 2
7 1
10 0
14 0
18 0
22 0
25 0
29 0
32 0
37 0
42 2
44 2
44 3
47 3
50 3
55 2
.PEN_UP

.SEGMENT CHARACTER 4 OK "e"

.PEN_DOWN
11 65
14 65
16 65
22 65
23 63
32 63
34 63
34 66
38 69
44 72
45 75
48 75
53 78
53 81
54 84
59 88
59 90
59 94
57 96
57 102
57 105
54 105
53 106
51 111
44 112
44 119
40 119
38 119
32 119
32 118
29 118
20 117
20 114
17 112
11 108
11 99
5 94
2 82
2 77
2 66
2 54
0 44
0 37
0 28
0 19
0 14
1 8
2 2
5 2
11 0
14 0
16 0
17 0
20 1
26 1
32 2
38 5
38 7
48 11
48 14
62 23
65 23
72 23
77 23
.PEN_UP

.SEGMENT CHARACTER 5-6 OK "f"

.PEN_DOWN
51 105
50 105
48 108
48 109
48 110
47 113
47 114
47 115
47 116
44 117
43 120
40 120
38 120
36 120
33 120
33 119
31 118
24 116
24 114
24 112
23 109
23 103
19 100
19 97
19 91
19 83
19 79
19 75
20 65
24 61
26 57
27 53
30 51
31 46
31 40
32 34
32 27
34 23
34 21
34 17
34 14
34 12
34 8
34 6
34 4
34 1
34 0
34 0
.PEN_UP
.PEN_DOWN
0 40
2 40
2 39
5 39
9 39
11 39
16 39
24 39
31 40
35 40
42 43
48 47
53 47
58 47
61 47
62 47
67 47
69 46
69 43
.PEN_UP

.SEGMENT CHARACTER 7 OK "g"

.PEN_DOWN
31 114
32 114
32 115
32 118
32 119
31 120
29 120
25 120
23 116
21 115
19 111
15 111
12 111
7 108
5 105
3 100
0 99
0 97
0 92
0 89
0 84
0 83
0 81
2 77
4 77
10 76
12 76
18 76
21 77
24 78
27 78
32 81
38 83
38 86
40 89
40 90
40 93
40 94
40 97
40 98
40 100
38 103
38 104
35 106
35 107
34 107
32 107
32 105
32 103
32 101
32 97
32 93
32 88
34 83
35 75
38 70
40 66
40 59
40 51
41 45
41 40
42 34
42 27
44 23
44 20
44 16
44 14
44 12
44 10
43 10
40 8
39 8
34 6
33 6
27 6
21 5
11 1
7 0
7 0
.PEN_UP

.SEGMENT CHARACTER 8 OK "h"

.PEN_DOWN
0 118
0 120
0 118
3 117
3 114
3 112
3 107
4 100
4 93
4 85
5 79
5 62
7 55
7 48
7 41
7 36
7 27
9 24
9 19
9 13
11 12
13 12
13 16
13 19
18 24
19 28
19 35
23 39
26 42
29 48
31 53
31 57
34 60
35 62
37 66
39 66
44 66
46 63
48 63
50 62
55 61
56 57
58 56
60 55
62 50
67 50
69 47
69 40
72 35
72 28
74 25
75 19
75 16
75 15
75 12
77 8
77 6
77 3
80 2
80 0
80 1
82 1
.PEN_UP

.SEGMENT CHARACTER 9-10 OK "i"

.PEN_DOWN
7 75
7 78
10 80
10 81
10 78
14 78
14 75
15 68
17 67
17 64
17 58
17 51
17 44
17 34
14 28
14 25
12 18
12 14
12 10
12 7
12 4
12 1
15 1
21 1
22 0
24 0
24 2
32 4
32 5
35 10
35 14
37 20
38 20
.PEN_UP
.PEN_DOWN
0 117
1 118
1 120
7 120
8 118
8 117
11 117
11 114
14 114
.PEN_UP

.SEGMENT CHARACTER 11-12 OK "j"

.PEN_DOWN
40 76
36 76
36 74
36 73
36 67
36 62
36 59
36 53
36 48
36 43
36 36
37 32
37 27
40 18
41 15
41 11
41 10
41 7
41 6
41 5
39 5
36 4
35 3
32 2
29 1
28 1
20 0
12 0
11 0
9 0
6 0
4 2
2 4
2 5
0 5
0 9
0 12
.PEN_UP
.PEN_DOWN
11 109
11 110
11 111
11 113
15 114
17 116
21 117
27 117
28 117
28 120
27 120
27 118
27 110
.PEN_UP

.SEGMENT CHARACTER 13-14 OK "k"

.PEN_DOWN
6 118
6 120
3 120
3 116
3 112
1 103
1 92
1 86
0 77
0 70
0 64
0 55
0 50
0 40
0 27
0 18
0 15
0 12
0 9
0 10
0 11
2 14
.PEN_UP
.PEN_DOWN
38 117
38 116
38 114
37 110
37 107
37 104
37 99
37 98
32 94
32 87
32 83
24 77
24 76
20 72
18 64
15 56
7 50
5 47
1 42
0 40
0 37
0 36
2 36
7 36
9 36
14 34
16 30
20 30
27 29
29 23
36 20
36 15
37 14
38 10
38 7
43 6
45 5
45 2
45 0
46 0
49 0
51 0
55 0
.PEN_UP

.SEGMENT CHARACTER 15 OK "l"

.PEN_DOWN
0 108
0 112
0 113
0 115
0 117
5 117
8 118
9 120
12 120
13 120
16 120
16 118
17 116
17 114
19 111
19 108
19 103
19 96
17 89
14 81
14 75
10 70
9 56
4 51
4 45
3 39
2 32
2 27
2 21
2 16
2 11
2 7
2 4
3 3
6 3
6 2
6 0
7 0
7 1
7 2
12 5
13 5
15 7
18 7
22 9
24 9
25 9
27 11
27 12
29 12
32 12
32 13
33 13
33 14
33 12
36 5
.PEN_UP

.SEGMENT CHARACTER 16 OK "m"

.PEN_DOWN
0 120
0 117
0 110
0 105
0 103
0 96
0 88
0 81
0 79
0 72
0 69
0 60
0 45
0 43
0 38
0 33
2 33
2 36
9 45
14 50
16 57
16 64
28 76
33 79
33 84
43 93
43 98
43 103
64 110
67 110
74 115
81 115
81 112
86 112
86 110
86 100
86 96
86 86
86 76
86 72
91 43
91 31
91 24
93 24
93 16
100 16
105 16
108 16
110 26
117 38
122 40
127 48
134 57
134 60
146 67
148 76
151 81
158 88
158 93
168 103
177 105
196 108
199 108
206 108
208 103
208 96
216 93
216 86
216 81
223 81
228 69
228 60
228 45
230 38
230 31
230 21
230 19
232 19
237 19
237 14
240 12
240 9
249 9
256 9
259 9
259 2
261 0
.PEN_UP

.SEGMENT CHARACTER 17 OK "n"

.PEN_DOWN
5 113
5 116
3 118
3 119
0 119
0 111
0 100
0 88
1 74
1 66
1 59
1 45
1 36
1 29
1 22
1 15
1 10
3 0
3 1
3 13
3 17
3 19
6 29
6 33
8 43
8 53
8 59
8 67
12 74
15 78
15 85
20 97
26 106
26 113
29 116
29 119
36 119
45 119
45 116
52 114
52 106
62 97
62 90
62 88
71 83
73 76
73 64
73 59
73 55
78 48
78 43
83 34
83 29
85 29
85 24
85 22
85 3
.PEN_UP

.SEGMENT CHARACTER 18 OK "o"

.PEN_DOWN
35 95
35 96
32 96
32 98
30 98
26 98
26 93
21 87
21 80
21 79
13 74
10 70
10 64
4 57
4 52
0 43
0 33
0 24
0 13
1 8
4 4
4 1
8 0
10 0
14 0
16 0
20 0
26 1
29 4
29 14
42 19
49 24
52 33
52 42
57 48
61 51
64 60
64 68
64 71
64 76
64 81
64 98
67 103
67 108
64 112
61 120
60 120
54 120
51 120
46 120
35 120
30 120
17 115
16 112
16 108
16 103
.PEN_UP

.SEGMENT CHARACTER 19 OK "p"

.PEN_DOWN
20 75
17 75
17 72
17 68
17 66
17 64
17 58
17 53
17 49
17 42
17 31
17 21
17 15
17 9
17 6
17 4
17 1
17 0
16 0
16 4
12 5
12 6
12 9
10 12
10 24
6 28
6 34
2 36
2 43
2 53
2 58
2 66
0 70
0 75
0 83
0 91
0 102
0 107
2 113
4 117
6 117
6 118
10 118
13 120
16 120
23 120
27 118
35 118
39 114
45 111
47 107
50 100
57 100
58 99
61 91
64 85
65 79
65 76
65 75
62 70
62 66
60 66
58 64
54 61
51 60
45 57
42 55
28 53
23 50
16 49
13 49
4 49
.PEN_UP

.SEGMENT CHARACTER 20 OK "q"

.PEN_DOWN
31 106
30 106
30 108
29 108
26 108
25 112
24 112
21 112
20 111
19 111
16 110
16 107
12 103
9 102
5 96
3 96
1 94
0 92
0 90
0 85
0 77
0 74
0 73
0 71
1 71
4 68
6 68
7 68
11 68
13 70
15 71
19 75
21 78
21 81
25 85
25 86
31 94
31 95
35 99
36 102
36 104
36 109
36 111
36 112
36 116
36 117
36 118
36 120
36 116
36 115
34 114
34 107
33 101
33 98
33 93
33 87
31 78
31 68
31 51
31 44
31 36
33 27
34 21
34 15
34 10
34 7
34 2
37 0
37 0
38 0
38 1
38 2
40 6
40 8
41 11
42 15
42 17
45 23
46 27
46 32
46 34
50 36
50 40
51 40
52 41
53 42
53 43
.PEN_UP

.SEGMENT CHARACTER 21 OK "r"

.PEN_DOWN
1 99
0 99
5 88
5 77
5 66
9 59
9 46
11 36
12 29
12 22
12 16
12 11
12 7
12 3
12 0
16 0
16 3
18 3
18 16
18 20
18 24
18 35
22 44
22 51
22 59
25 64
25 72
25 79
25 88
35 105
40 107
46 110
49 116
55 116
64 116
70 120
72 120
75 120
84 120
92 120
99 116
101 116
107 108
107 99
110 99
118 90
.PEN_UP

.SEGMENT CHARACTER 22 OK "s"

.PEN_DOWN
42 108
42 110
41 114
40 114
38 114
38 115
35 117
34 120
28 120
27 120
22 117
17 115
14 115
8 112
8 105
4 104
1 102
0 100
0 97
0 92
0 91
0 87
0 84
0 80
4 80
5 75
12 72
14 67
18 67
18 65
24 65
27 62
28 61
35 60
37 55
37 51
38 50
38 45
41 40
41 37
41 35
44 35
44 32
44 28
44 27
41 22
38 20
35 20
30 18
21 12
17 12
12 12
8 7
5 4
2 2
2 0
.PEN_UP

.SEGMENT CHARACTER 23-24 OK "t"

.PEN_DOWN
56 119
58 119
58 116
58 113
56 109
51 99
51 89
50 85
50 80
48 74
48 69
46 60
46 54
44 49
44 41
44 37
44 32
48 24
48 18
50 15
51 11
54 6
54 5
58 2
58 0
63 0
66 0
69 0
77 3
79 3
85 7
88 8
89 11
90 11
96 15
96 17
97 17
97 22
.PEN_UP
.PEN_DOWN
0 77
5 77
8 77
10 77
18 77
22 77
29 77
36 77
49 77
53 77
63 77
65 77
66 77
70 77
72 68
.PEN_UP

.SEGMENT CHARACTER 25 OK "u"

.PEN_DOWN
10 118
0 118
0 120
0 116
0 112
0 102
0 94
0 90
0 80
0 70
0 62
0 52
0 42
0 20
6 12
10 6
12 2
14 2
16 2
20 0
26 0
32 0
34 2
38 4
50 18
52 24
62 38
64 44
68 50
70 56
72 62
74 72
74 82
74 88
74 96
74 102
74 106
74 108
74 110
74 104
78 96
80 90
80 70
88 62
88 52
94 48
96 44
100 34
108 32
108 28
110 20
116 18
116 16
124 16
126 16
126 14
.PEN_UP

.SEGMENT CHARACTER 26 OK "v"

.PEN_DOWN
0 116
0 115
4 113
4 108
6 105
6 97
8 87
8 82
8 71
8 60
14 43
14 32
19 24
21 16
27 11
29 9
29 6
29 1
30 0
34 0
34 1
34 4
34 8
40 11
40 17
45 27
53 32
53 37
61 55
63 63
69 71
69 77
71 87
74 94
74 98
77 107
82 110
82 116
82 120
82 107
.PEN_UP

.SEGMENT CHARACTER 27 OK "w"

.PEN_DOWN
2 117
2 120
0 120
0 115
0 113
4 107
4 102
10 90
10 75
19 62
21 51
23 45
23 38
30 25
32 25
34 25
36 12
40 12
40 10
42 15
47 19
51 27
53 40
62 45
62 47
66 55
68 68
68 72
79 79
79 85
79 87
81 92
85 92
87 92
90 92
96 85
98 83
102 77
105 70
111 62
115 49
115 38
126 32
132 19
143 15
143 6
147 0
154 0
158 0
160 0
162 2
165 2
169 6
171 8
177 27
180 36
190 45
199 51
199 55
201 64
212 75
212 81
212 90
214 94
214 102
216 109
216 115
212 115
.PEN_UP

.SEGMENT CHARACTER 28-29 OK "x"

.PEN_DOWN
0 113
0 110
3 109
9 98
11 96
14 89
19 87
21 79
25 71
27 65
27 58
38 55
40 44
40 36
50 32
56 21
61 18
61 11
65 10
65 9
68 9
68 11
68 13
68 15
65 15
64 15
.PEN_UP
.PEN_DOWN
68 120
68 118
61 117
59 117
59 112
50 98
50 92
44 89
38 80
36 71
32 68
23 61
19 55
15 48
11 42
10 36
6 22
6 15
6 10
6 7
9 0
.PEN_UP

.SEGMENT CHARACTER 30-31 OK "y"

.PEN_DOWN
0 104
0 103
0 102
0 100
0 98
3 91
4 88
4 84
9 81
9 79
11 76
14 75
18 72
18 70
21 69
22 69
23 68
23 70
25 70
25 71
.PEN_UP
.PEN_DOWN
57 120
55 120
55 119
55 118
55 110
54 107
50 103
49 96
46 90
43 85
43 79
38 73
37 65
37 60
35 55
34 42
29 37
29 31
29 26
24 20
23 17
23 14
23 10
23 8
23 5
23 3
23 0
.PEN_UP

.SEGMENT CHARACTER 32-33 OK "z"

.PEN_DOWN
9 118
9 120
9 116
19 113
21 109
28 109
34 109
41 109
47 109
56 109
57 109
69 109
71 107
75 107
77 104
80 104
80 103
80 97
80 92
71 89
71 86
71 80
63 63
63 59
57 53
54 47
51 41
50 31
47 22
47 18
41 12
41 7
41 3
42 1
45 1
50 0
53 0
57 0
65 4
68 7
75 9
86 9
89 13
97 13
98 13
98 9
.PEN_UP
.PEN_DOWN
0 47
3 50
13 50
21 50
30 53
41 53
47 56
68 60
71 60
86 62
94 62
95 54
.PEN_UP


