.VERSION 1.0
2612 -200
2703 -206
2802 -209
2897 -215
2966 -219
3013 -220
2995 -199
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
3113 -167
3113 -173
3096 -224
3067 -324
3037 -458
3015 -587
3000 -682
2998 -743
.PEN_UP
.PEN_DOWN
2733 -245
2754 -229
2784 -204
2827 -184
2911 -165
3025 -146
3140 -131
3233 -123
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
3161 -260
3154 -242
3153 -221
3154 -219
3154 -247
3149 -309
3140 -398
3128 -504
3123 -596
3120 -670
3115 -716
.PEN_UP
.PEN_DOWN
2840 -262
2840 -254
2874 -254
2926 -245
3022 -237
3131 -229
3255 -227
3322 -219
3400 -216
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
3652 -212
3649 -222
3652 -263
3652 -339
3644 -452
3623 -605
3601 -736
3597 -827
.PEN_UP
.PEN_DOWN
3300 -184
3297 -184
3328 -196
3379 -198
3501 -196
3689 -176
3797 -165
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
6201 -193
6185 -220
6176 -274
6157 -366
6143 -467
6137 -551
6137 -603
.PEN_UP
.PEN_DOWN
5867 -103
5865 -103
5865 -107
5867 -115
5894 -132
5967 -145
6084 -151
6220 -155
6318 -161
6394 -164
6452 -162
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2639 -355
2643 -355
2643 -378
2625 -440
2602 -539
2590 -641
2581 -733
2579 -800
.PEN_UP
.PEN_DOWN
2325 -309
2342 -300
2388 -302
2473 -304
2593 -316
2692 -321
2848 -321
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
4605 -538
4565 -509
4545 -503
4529 -524
4529 -586
4535 -677
4545 -786
4559 -886
4571 -953
.PEN_UP
.PEN_DOWN
4188 -453
4202 -457
4253 -473
4349 -479
4494 -477
4650 -467
4795 -461
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
8907 -772
8935 -772
9015 -785
9141 -800
9290 -815
9419 -831
9537 -849
.PEN_UP
.PEN_DOWN
9317 -942
9327 -1004
9351 -1096
9382 -1192
9413 -1272
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
5960 -206
5958 -218
5953 -275
5945 -396
5933 -514
5940 -605
5945 -669
.PEN_UP
.PEN_DOWN
5598 -196
5610 -196
5684 -191
5810 -196
5960 -184
6098 -169
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
13804 -581
13833 -615
13845 -723
13866 -852
13875 -981
.PEN_UP
.PEN_DOWN
13287 -569
13320 -548
13425 -510
13604 -502
13812 -510
14016 -502
14229 -481
14383 -481
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
6394 -434
6428 -448
6517 -434
6660 -414
6797 -385
6905 -374
.PEN_UP
.PEN_DOWN
6734 -434
6717 -465
6691 -545
6682 -642
6702 -742
6725 -825
6740 -874
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
5599 -618
5591 -581
5580 -564
5580 -583
5580 -661
5587 -760
5603 -871
5617 -970
5622 -1019
.PEN_UP
.PEN_DOWN
5337 -456
5332 -467
5360 -503
5426 -522
5544 -519
5695 -503
5832 -489
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
11590 -703
11616 -763
11633 -860
11633 -970
11633 -1083
11643 -1160
11560 -1150
.PEN_UP
.PEN_DOWN
11170 -670
11203 -693
11323 -696
11533 -703
11733 -710
11896 -713
12013 -723
11970 -660
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
7304 -546
7312 -596
7333 -704
7350 -838
7371 -967
7385 -1046
.PEN_UP
.PEN_DOWN
7008 -604
7014 -599
7087 -596
7222 -604
7400 -596
7587 -575
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
7891 -192
7917 -202
7999 -235
8167 -235
8391 -209
.PEN_UP
.PEN_DOWN
8302 -261
8292 -370
8286 -531
8302 -686
8325 -814
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2258 -221
2257 -221
2255 -233
2257 -274
2258 -356
2260 -479
2268 -616
2285 -748
2303 -855
2313 -925
.PEN_UP
.PEN_DOWN
1893 -252
1923 -254
1970 -251
2083 -231
2253 -197
2347 -185
2443 -174
2503 -169
2544 -169
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2164 -225
2134 -220
2118 -246
2103 -309
2094 -411
2091 -542
2085 -678
2085 -795
2088 -889
.PEN_UP
.PEN_DOWN
1782 -210
1784 -210
1792 -206
1828 -209
1901 -204
2010 -196
2137 -182
2265 -176
2371 -176
2448 -180
2500 -182
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
4576 -367
4576 -371
4576 -393
4579 -427
4581 -510
4571 -599
4563 -670
4555 -776
4551 -824
4546 -863
.PEN_UP
.PEN_DOWN
4288 -310
4312 -311
4366 -318
4447 -319
4550 -321
4651 -329
4738 -336
4804 -341
4857 -347
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2329 -160
2328 -186
2326 -244
2321 -334
2318 -453
2313 -583
2300 -733
2291 -811
2285 -891
.PEN_UP
.PEN_DOWN
2058 -176
2068 -171
2098 -169
2156 -164
2245 -154
2347 -145
2448 -139
2533 -135
2590 -134
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2905 -321
2901 -355
2901 -427
2898 -547
2896 -619
2895 -731
2891 -783
2886 -835
.PEN_UP
.PEN_DOWN
2718 -289
2761 -297
2832 -295
2924 -295
3014 -293
3093 -297
3149 -295
3179 -292
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2053 -223
2053 -223
2053 -237
2050 -289
2053 -380
2058 -501
2061 -631
2061 -752
2063 -847
2066 -912
.PEN_UP
.PEN_DOWN
1780 -277
1789 -271
1807 -264
1843 -259
1914 -256
2007 -248
2108 -242
2199 -238
2265 -236
2314 -236
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2189 -218
2195 -228
2199 -267
2199 -351
2199 -476
2197 -615
2192 -734
2194 -831
2190 -899
.PEN_UP
.PEN_DOWN
1918 -221
1944 -220
2007 -221
2108 -220
2218 -216
2321 -211
2405 -211
2470 -209
2514 -202
2544 -199
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
3632 -370
3635 -385
3642 -426
3640 -501
3632 -604
3622 -708
3617 -805
3611 -881
3604 -926
.PEN_UP
.PEN_DOWN
3391 -399
3425 -392
3503 -387
3604 -386
3716 -383
3821 -381
3908 -383
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
1923 -248
1923 -269
1923 -328
1919 -426
1921 -554
1924 -700
1926 -825
1928 -925
.PEN_UP
.PEN_DOWN
1721 -238
1742 -240
1789 -237
1875 -226
1972 -207
2068 -196
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
1909 -310
1909 -311
1909 -311
1907 -319
1904 -337
1903 -366
1900 -411
1898 -470
1898 -539
1900 -615
1904 -682
1910 -740
1916 -781
1918 -804
.PEN_UP
.PEN_DOWN
1660 -319
1652 -310
1645 -310
1641 -307
1657 -308
1688 -310
1729 -313
1800 -316
1915 -310
1998 -307
2053 -302
2105 -299
2141 -299
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
4060 -252
4048 -256
4042 -252
4038 -264
4036 -287
4035 -332
4038 -395
4041 -472
4041 -551
4042 -629
4042 -696
4047 -753
4050 -790
4048 -814
.PEN_UP
.PEN_DOWN
3800 -297
3784 -287
3774 -278
3774 -275
3784 -270
3814 -271
3875 -273
3952 -271
4050 -271
4134 -268
4204 -264
4244 -265
4274 -264
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2440 -185
2440 -185
2442 -194
2440 -209
2438 -236
2437 -275
2433 -330
2430 -403
2427 -491
2422 -588
2419 -683
2420 -775
2420 -850
2420 -904
2420 -938
.PEN_UP
.PEN_DOWN
2116 -211
2123 -209
2147 -209
2197 -206
2265 -202
2356 -197
2453 -192
2552 -187
2629 -181
2678 -178
2710 -174
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2195 -189
2190 -186
2189 -189
2187 -200
2187 -226
2190 -261
2192 -316
2197 -388
2197 -473
2194 -566
2192 -647
2189 -712
2190 -752
2194 -776
.PEN_UP
.PEN_DOWN
1952 -233
1944 -227
1941 -223
1957 -215
1999 -202
2061 -186
2141 -169
2220 -161
2296 -156
2357 -151
2402 -148
2428 -148
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
4298 -365
4296 -356
4290 -358
4283 -380
4277 -430
4264 -501
4245 -590
4228 -682
4212 -761
4207 -819
4207 -855
.PEN_UP
.PEN_DOWN
4089 -383
4080 -371
4070 -363
4062 -353
4067 -347
4097 -342
4164 -337
4264 -331
4376 -326
4473 -325
4537 -326
4562 -326
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
1974 -190
1959 -197
1951 -226
1942 -280
1926 -380
1903 -509
1883 -634
1873 -731
1865 -796
1865 -833
.PEN_UP
.PEN_DOWN
1448 -275
1453 -274
1473 -269
1519 -262
1605 -251
1726 -238
1866 -223
1997 -209
2099 -202
2166 -201
2212 -201
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
3196 -300
3199 -290
3204 -294
3206 -331
3206 -402
3191 -502
3174 -621
3161 -734
3154 -826
3149 -884
.PEN_UP
.PEN_DOWN
3052 -295
3045 -289
3042 -285
3060 -284
3110 -278
3189 -272
3287 -269
3374 -266
3447 -268
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2207 -350
2204 -351
2202 -354
2204 -361
2204 -383
2204 -422
2199 -484
2187 -563
2179 -641
2172 -703
2169 -748
2174 -774
.PEN_UP
.PEN_DOWN
1885 -347
1883 -346
1880 -344
1903 -345
1951 -345
2032 -345
2119 -344
2215 -344
2304 -349
2377 -346
2433 -345
2468 -345
2486 -341
2493 -342
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2088 -339
2086 -337
2085 -333
2083 -334
2085 -357
2086 -395
2080 -496
2071 -569
2061 -674
2052 -754
2045 -809
.PEN_UP
.PEN_DOWN
1808 -330
1805 -329
1813 -329
1861 -329
1966 -323
2090 -313
2218 -303
2323 -297
2402 -293
2457 -289
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2433 -349
2428 -378
2422 -438
2415 -526
2400 -630
2387 -733
2377 -809
2374 -847
.PEN_UP
.PEN_DOWN
2113 -392
2128 -391
2182 -386
2278 -378
2394 -366
2500 -354
2584 -342
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
3824 -388
3821 -412
3817 -458
3816 -525
3809 -602
3806 -674
3804 -724
.PEN_UP
.PEN_DOWN
3647 -365
3652 -367
3682 -368
3748 -364
3839 -359
3946 -346
4050 -333
4133 -323
4196 -316
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2371 -370
2371 -401
2372 -468
2376 -561
2371 -666
2374 -755
2374 -806
.PEN_UP
.PEN_DOWN
1985 -398
1999 -396
2065 -392
2187 -378
2338 -360
2481 -344
2594 -334
2665 -323
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2853 -331
2857 -349
2865 -405
2869 -492
2873 -594
2873 -694
2879 -768
2883 -812
.PEN_UP
.PEN_DOWN
2527 -355
2584 -350
2696 -342
2823 -331
2947 -320
3046 -312
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
1941 -318
1961 -309
2027 -292
2131 -274
2237 -256
2328 -244
.PEN_UP
.PEN_DOWN
2195 -304
2200 -313
2207 -351
2205 -432
2199 -537
2190 -646
2185 -729
2190 -769
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2529 -342
2536 -350
2543 -386
2548 -447
2551 -526
2546 -612
2538 -691
2534 -742
.PEN_UP
.PEN_DOWN
2273 -341
2280 -345
2334 -352
2437 -354
2561 -344
2670 -331
2749 -319
2800 -316
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2351 -478
2349 -494
2347 -532
2352 -597
2356 -670
2361 -734
2366 -775
.PEN_UP
.PEN_DOWN
2109 -495
2106 -499
2116 -497
2141 -495
2220 -488
2295 -479
2440 -459
2541 -445
2592 -440
2638 -440
2658 -442
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
5565 -262
5565 -279
5556 -358
5565 -481
5567 -616
5571 -721
.PEN_UP
.PEN_DOWN
5125 -236
5125 -236
5155 -229
5228 -233
5360 -238
5548 -238
5750 -231
5910 -225
6009 -221
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2040 -414
2042 -424
2047 -455
2052 -516
2055 -594
2061 -661
2068 -698
.PEN_UP
.PEN_DOWN
1789 -412
1792 -412
1823 -409
1904 -399
2018 -391
2137 -390
2235 -388
2300 -387
2328 -387
2338 -386
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2023 -416
2023 -423
2025 -457
2030 -519
2030 -595
2027 -666
2027 -711
.PEN_UP
.PEN_DOWN
1751 -459
1759 -455
1777 -443
1822 -430
1898 -421
1999 -414
2109 -407
2195 -399
2245 -398
2271 -393
2285 -391
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
1876 -563
1860 -538
1848 -522
1840 -520
1840 -536
1840 -577
1842 -643
1845 -722
1850 -798
1855 -826
.PEN_UP
.PEN_DOWN
1602 -547
1605 -546
1620 -547
1665 -538
1746 -531
1861 -519
1984 -507
2090 -499
2156 -497
2195 -491
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
1741 -507
1742 -484
1741 -471
1741 -471
1737 -501
1736 -562
1729 -647
1722 -732
1718 -790
1714 -827
1711 -841
.PEN_UP
.PEN_DOWN
1466 -490
1470 -490
1479 -484
1524 -473
1605 -455
1709 -445
1813 -438
1904 -439
1966 -438
2002 -435
2017 -430
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2367 -303
2367 -299
2367 -299
2363 -303
2363 -312
2360 -337
2360 -368
2360 -410
2359 -456
2360 -500
2360 -553
2363 -606
2360 -652
2359 -694
2359 -725
2356 -753
2359 -777
.PEN_UP
.PEN_DOWN
2095 -285
2095 -285
2102 -285
2127 -298
2162 -311
2217 -312
2287 -323
2372 -321
2466 -306
2555 -292
2627 -281
2674 -277
2702 -279
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
5213 -537
5195 -562
5180 -584
5180 -620
5180 -675
5175 -766
5180 -877
5168 -980
5162 -1075
5157 -1144
5153 -1197
.PEN_UP
.PEN_DOWN
4893 -537
4897 -540
4937 -535
5033 -526
5157 -533
5280 -528
5393 -526
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
3817 -481
3812 -516
3806 -576
3792 -656
3779 -753
3767 -840
3762 -909
3759 -961
3759 -987
.PEN_UP
.PEN_DOWN
3543 -502
3535 -492
3521 -481
3521 -469
3555 -472
3627 -474
3729 -481
3829 -494
3928 -502
4021 -496
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
9525 -836
9484 -934
9468 -1035
9458 -1124
9449 -1279
9436 -1371
9452 -1424
.PEN_UP
.PEN_DOWN
9240 -658
9253 -674
9297 -722
9379 -769
9525 -791
9636 -791
9740 -798
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
4100 -355
4100 -367
4074 -405
4065 -478
4050 -567
4038 -657
4026 -749
4026 -817
.PEN_UP
.PEN_DOWN
3843 -299
3840 -299
3859 -306
3909 -313
4003 -317
4126 -313
4236 -308
4340 -308
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
4729 -267
4716 -313
4705 -384
4690 -473
4677 -579
4662 -683
4655 -774
4655 -839
.PEN_UP
.PEN_DOWN
4432 -224
4422 -211
4415 -211
4441 -228
4508 -252
4634 -272
4783 -261
4915 -250
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
7882 -347
7871 -361
7896 -396
7978 -432
8117 -443
8303 -426
8497 -405
.PEN_UP
.PEN_DOWN
8180 -538
8147 -563
8139 -599
8133 -648
8131 -713
8103 -782
8076 -847
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
4806 -609
4786 -619
4765 -654
4740 -718
4713 -821
4676 -946
4650 -1061
4639 -1156
4646 -1216
4650 -1236
.PEN_UP
.PEN_DOWN
4516 -471
4516 -467
4504 -479
4520 -514
4567 -557
4650 -594
4769 -611
4895 -609
5004 -598
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2341 -284
2341 -302
2349 -341
2364 -395
2381 -464
2394 -541
2412 -623
2425 -702
2437 -770
2442 -824
2445 -861
2452 -884
2453 -894
.PEN_UP
.PEN_DOWN
2670 -264
2693 -261
2718 -252
2718 -246
2676 -238
2604 -235
2503 -230
2417 -231
2295 -233
2182 -231
2090 -235
2010 -242
1979 -243
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2782 -333
2784 -356
2789 -386
2810 -468
2825 -531
2848 -631
2870 -732
2888 -820
2906 -903
2918 -938
.PEN_UP
.PEN_DOWN
3067 -323
3073 -329
3082 -330
3063 -336
3014 -336
2931 -333
2827 -328
2714 -321
2615 -319
2536 -319
2485 -316
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2538 -272
2539 -262
2546 -288
2561 -350
2572 -412
2599 -519
2614 -625
2632 -743
2643 -810
2648 -852
2657 -868
.PEN_UP
.PEN_DOWN
2812 -228
2817 -233
2799 -238
2753 -246
2667 -249
2562 -248
2450 -248
2347 -247
2265 -243
2218 -241
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
5875 -364
5881 -395
5891 -451
5898 -516
5907 -593
5910 -663
5919 -717
5923 -754
5925 -774
.PEN_UP
.PEN_DOWN
6162 -245
6162 -255
6135 -271
6081 -289
5998 -304
5900 -313
5805 -315
5722 -319
5662 -323
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2643 -266
2648 -289
2660 -339
2678 -409
2695 -504
2711 -607
2728 -705
2741 -799
2754 -873
2767 -922
.PEN_UP
.PEN_DOWN
2994 -259
2992 -261
2959 -263
2883 -268
2774 -272
2645 -277
2508 -278
2384 -280
2283 -282
2225 -282
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2544 -396
2552 -419
2566 -469
2581 -519
2597 -595
2607 -670
2617 -734
2625 -793
.PEN_UP
.PEN_DOWN
2857 -423
2858 -424
2848 -430
2804 -432
2724 -435
2625 -432
2509 -433
2397 -437
2300 -440
2228 -444
2189 -449
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
8732 -287
8744 -330
8751 -415
8763 -514
8777 -616
8789 -702
8803 -762
.PEN_UP
.PEN_DOWN
9196 -281
9181 -283
9127 -287
9023 -291
8883 -293
8732 -293
8584 -281
8458 -275
8344 -265
8265 -262
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2747 -333
2752 -332
2757 -335
2762 -365
2773 -421
2783 -499
2791 -584
2797 -668
2801 -735
2806 -780
.PEN_UP
.PEN_DOWN
2460 -413
2457 -413
2467 -408
2510 -393
2577 -375
2665 -349
2765 -322
2852 -302
2917 -286
2959 -280
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
6988 -397
6978 -386
6978 -386
6994 -425
7005 -497
7019 -589
7029 -677
7044 -743
7044 -790
.PEN_UP
.PEN_DOWN
6642 -434
6658 -427
6707 -417
6810 -399
6935 -376
7054 -347
7146 -313
7210 -300
7246 -290
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
3288 -566
3304 -564
3345 -548
3428 -515
3543 -477
3663 -435
3759 -406
3827 -389
3866 -378
3870 -369
.PEN_UP
.PEN_DOWN
3633 -529
3633 -529
3633 -523
3633 -551
3635 -610
3639 -686
3639 -760
3643 -819
3650 -857
.PEN_UP
.PEN_DOWN
3613 -869
3613 -869
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
8210 -567
8210 -592
8212 -660
8217 -753
8233 -845
8223 -934
8223 -997
.PEN_UP
.PEN_DOWN
7814 -637
7828 -619
7880 -603
7977 -585
8090 -572
8217 -558
8343 -533
8445 -511
8527 -497
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
3896 -465
3896 -474
3904 -492
3907 -541
3904 -609
3909 -687
3917 -755
3920 -814
3920 -846
3904 -854
3844 -833
.PEN_UP
.PEN_DOWN
3506 -482
3507 -476
3544 -468
3623 -457
3736 -440
3868 -409
3996 -382
4106 -360
.PEN_UP
.PEN_DOWN
4177 -354
4177 -354
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2769 -421
2771 -421
2795 -409
2858 -388
2957 -361
3072 -328
3184 -303
3269 -286
.PEN_UP
.PEN_DOWN
3052 -407
3052 -421
3051 -464
3052 -542
3058 -626
3068 -707
3075 -774
3081 -816
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
3771 -521
3769 -564
3766 -641
3763 -731
3769 -822
3774 -895
3774 -946
.PEN_UP
.PEN_DOWN
3395 -564
3397 -564
3431 -555
3504 -546
3604 -527
3720 -502
3838 -482
3940 -465
4005 -453
4043 -446
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
9791 -372
9810 -369
9872 -366
9965 -369
10099 -379
10226 -382
10344 -388
.PEN_UP
.PEN_DOWN
10118 -475
10130 -537
10145 -640
10177 -767
10201 -866
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
10194 -420
10161 -413
10179 -416
10226 -431
10294 -438
10413 -449
10535 -442
10661 -452
.PEN_UP
.PEN_DOWN
10471 -485
10489 -589
10517 -747
10543 -898
10589 -1024
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
9020 -575
9038 -613
9052 -713
9064 -822
9073 -916
9088 -984
.PEN_UP
.PEN_DOWN
8641 -484
8644 -484
8688 -490
8791 -501
8917 -504
9038 -516
9164 -528
9282 -528
9370 -513
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
7944 -340
