.VERSION 1.0
.SEGMENT CHARACTER  31 OK "u"
.PEN_DOWN
35 76 
35 71 
35 64 
36 57 
40 52 
45 51 
51 53 
55 59 
57 67 
58 71 
59 68 
61 62 
65 54 
.PEN_UP

.SEGMENT CHARACTER  32 OK "a"
.PEN_DOWN
35 71 
31 74 
27 73 
21 69 
17 61 
17 53 
22 48 
29 48 
34 53 
36 60 
36 66 
35 66 
37 60 
42 52 
49 47 
.PEN_UP

.SEGMENT CHARACTER  33 OK "r"
.PEN_DOWN
35 67 
35 61 
35 54 
35 49 
35 54 
39 61 
46 68 
55 70 
64 70 
.PEN_UP

.SEGMENT CHARACTER  34-35 OK "t"
.PEN_DOWN
35 67 
34 62 
32 57 
31 52 
30 50 
30 53 
30 59 
31 64 
33 69 
34 75 
35 81 
35 87 
36 92 
37 96 
37 98 
36 93 
35 85 
34 77 
33 67 
34 59 
39 51 
46 45 
56 45 
68 47 
.PEN_UP 
.PEN_DOWN
28 73 
35 72 
45 72 
.PEN_UP

.SEGMENT CHARACTER  36 OK "e"
.PEN_DOWN
35 66 
38 64 
41 64 
44 66 
46 68 
48 73 
47 77 
42 78 
37 76 
31 69 
30 61 
38 54 
50 51 
61 52 
69 55 
76 61 
.PEN_UP

.SEGMENT CHARACTER  37 OK "r"
.PEN_DOWN
35 74 
34 64 
34 56 
33 53 
31 57 
32 65 
38 71 
47 72 
58 72 
.PEN_UP

.SEGMENT CHARACTER  38 OK "b"
.PEN_DOWN
35 100 
35 90 
35 78 
35 66 
35 53 
35 46 
37 50 
40 59 
47 67 
53 71 
58 70 
62 64 
61 53 
54 44 
47 41 
40 41 
38 44 
.PEN_UP

.SEGMENT CHARACTER  39 OK "a"
.PEN_DOWN
35 62 
36 67 
36 73 
31 77 
25 77 
21 73 
18 66 
18 57 
21 50 
26 51 
34 56 
37 63 
38 65 
38 61 
40 54 
47 48 
60 45 
.PEN_UP

.SEGMENT CHARACTER  40 OK "c"
.PEN_DOWN
35 69 
35 73 
32 76 
27 76 
20 71 
16 63 
16 53 
24 45 
33 44 
42 47 
49 52 
.PEN_UP

.SEGMENT CHARACTER  41-42 OK "k"
.PEN_DOWN
35 90 
33 80 
33 69 
33 58 
33 50 
33 44 
.PEN_UP 
.PEN_DOWN
43 69 
38 65 
34 63 
33 63 
36 62 
42 59 
53 56 
64 52 
.PEN_UP

.SEGMENT CHARACTER  43 OK ","
.PEN_DOWN
35 50 
38 45 
40 35 
38 25 
31 15 
.PEN_UP

.SEGMENT CHARACTER  44 OK "w"
.PEN_DOWN
35 74 
37 67 
39 58 
43 50 
46 45 
47 49 
48 57 
50 65 
53 69 
56 64 
59 55 
63 47 
68 45 
71 52 
72 63 
72 71 
72 76 
74 80 
.PEN_UP

.SEGMENT CHARACTER  45 OK "a"
.PEN_DOWN
35 76 
31 77 
26 75 
22 69 
20 62 
21 53 
26 47 
30 47 
33 53 
37 63 
38 67 
39 63 
42 55 
49 47 
.PEN_UP

.SEGMENT CHARACTER  46 OK "s"
.PEN_DOWN
35 78 
29 80 
19 79 
10 76 
9 72 
17 69 
29 66 
37 62 
38 56 
34 49 
24 45 
13 43 
.PEN_UP

.SEGMENT CHARACTER  47-48 OK "d"
.PEN_DOWN
35 77 
27 78 
20 76 
16 69 
14 59 
16 50 
23 47 
34 49 
43 54 
.PEN_UP 
.PEN_DOWN
33 90 
36 77 
38 66 
40 56 
.PEN_UP

.SEGMENT CHARACTER  49 OK "a"
.PEN_DOWN
35 74 
26 76 
18 74 
12 67 
9 57 
10 48 
17 45 
27 48 
32 56 
34 64 
35 69 
36 66 
37 58 
40 49 
48 42 
.PEN_UP

.SEGMENT CHARACTER  50 OK "z"
.PEN_DOWN
35 73 
42 73 
51 73 
56 73 
53 70 
46 64 
40 56 
38 49 
38 45 
43 44 
52 43 
62 43 
72 43 
.PEN_UP

.SEGMENT CHARACTER  51 OK "e"
.PEN_DOWN
35 65 
41 65 
47 68 
50 71 
50 75 
46 77 
41 76 
37 70 
35 61 
37 54 
45 51 
56 53 
65 57 
70 62 
.PEN_UP

.SEGMENT CHARACTER  52-53 OK "d"
.PEN_DOWN
35 73 
28 76 
17 74 
8 68 
7 60 
12 53 
21 51 
30 53 
37 58 
.PEN_UP 
.PEN_DOWN
34 95 
34 85 
34 75 
35 65 
36 58 
.PEN_UP

.SEGMENT CHARACTER  54-55 OK "f"
.PEN_DOWN
35 91 
30 97 
23 100 
15 93 
11 80 
10 68 
11 55 
12 44 
14 38 
.PEN_UP 
.PEN_DOWN
9 69 
20 69 
33 69 
44 70 
.PEN_UP

.SEGMENT CHARACTER  56 OK "r"
.PEN_DOWN
35 71 
36 66 
37 58 
37 49 
36 45 
36 50 
37 60 
44 67 
56 71 
67 74 
.PEN_UP

.SEGMENT CHARACTER  57 OK "o"
.PEN_DOWN
35 71 
26 70 
19 65 
17 56 
21 48 
31 43 
43 45 
50 53 
51 64 
46 71 
38 75 
.PEN_UP

.SEGMENT CHARACTER  58 OK "m"
.PEN_DOWN
35 73 
35 67 
34 59 
32 50 
31 46 
32 48 
33 54 
37 62 
42 67 
47 68 
50 66 
50 59 
50 51 
50 46 
51 50 
55 58 
61 64 
68 67 
72 66 
73 61 
73 52 
74 43 
.PEN_UP

.SEGMENT CHARACTER  59-60 OK "t"
.PEN_DOWN
35 94 
34 82 
33 70 
33 59 
32 48 
31 43 
.PEN_UP 
.PEN_DOWN
26 74 
37 74 
47 75 
.PEN_UP

.SEGMENT CHARACTER  61 OK "h"
.PEN_DOWN
35 99 
34 89 
33 78 
32 67 
30 58 
29 56 
31 58 
35 63 
43 69 
52 74 
57 74 
57 70 
55 63 
54 56 
54 49 
.PEN_UP

.SEGMENT CHARACTER  62 OK "e"
.PEN_DOWN
35 68 
44 69 
50 71 
54 74 
55 78 
52 81 
46 80 
40 75 
38 68 
40 62 
47 59 
53 59 
60 61 
68 66 
.PEN_UP

.SEGMENT CHARACTER  63 OK "r"
.PEN_DOWN
35 73 
36 65 
38 55 
38 48 
38 45 
38 50 
39 59 
43 70 
47 74 
53 75 
63 74 
.PEN_UP

.SEGMENT CHARACTER  64 OK "o"
.PEN_DOWN
35 79 
29 76 
22 68 
20 56 
20 48 
26 44 
39 46 
48 54 
49 64 
42 73 
34 78 
.PEN_UP

.SEGMENT CHARACTER  65 OK "u"
.PEN_DOWN
35 79 
35 71 
36 59 
41 49 
48 46 
56 49 
60 56 
61 65 
62 67 
65 58 
70 51 
77 46 
.PEN_UP

.SEGMENT CHARACTER  66 OK "g"
.PEN_DOWN
35 71 
31 74 
26 74 
20 69 
18 60 
20 53 
25 51 
29 53 
33 59 
35 64 
38 59 
40 46 
43 34 
42 23 
36 15 
26 12 
13 14 
1 19 
.PEN_UP

.SEGMENT CHARACTER  67 OK "h"
.PEN_DOWN
35 89 
35 79 
35 68 
37 56 
40 50 
43 55 
49 63 
54 67 
58 64 
60 58 
63 52 
66 46 
.PEN_UP

.SEGMENT CHARACTER  68 OK "p"
.PEN_DOWN
35 70 
35 50 
34 33 
33 22 
31 17 
30 21 
32 34 
38 51 
47 64 
57 69 
64 65 
63 54 
55 43 
46 37 
38 37 
33 41 
.PEN_UP

.SEGMENT CHARACTER  69 OK "l"
.PEN_DOWN
35 96 
34 90 
33 80 
33 67 
34 52 
37 43 
.PEN_UP

.SEGMENT CHARACTER  70 OK "a"
.PEN_DOWN
35 72 
30 76 
23 77 
15 74 
9 65 
9 53 
13 46 
21 46 
28 51 
31 59 
32 64 
33 58 
36 49 
43 43 
.PEN_UP

.SEGMENT CHARACTER  71-72 OK "y"
.PEN_DOWN
35 75 
33 69 
32 60 
34 49 
39 41 
45 40 
50 45 
54 54 
56 60 
57 55 
59 47 
63 38 
69 33 
.PEN_UP 
.PEN_DOWN
56 30 
57 24 
56 19 
51 15 
42 12 
33 11 
27 13 
.PEN_UP

.SEGMENT CHARACTER  73 OK "."
.PEN_DOWN
35 49 
38 46 
40 44 
.PEN_UP

.SEGMENT CHARACTER  74 OK "~"
.PEN_DOWN
35 73 
39 78 
44 82 
47 85 
50 85 
54 82 
59 79 
65 78 
72 80 
82 85 
89 90 
94 95 
.PEN_UP

.SEGMENT CHARACTER  75 OK "w"
.PEN_DOWN
35 80 
36 73 
38 66 
40 61 
44 59 
47 64 
50 69 
52 73 
56 75 
59 72 
62 67 
65 62 
68 57 
72 52 
76 51 
80 55 
81 62 
82 71 
82 79 
83 85 
.PEN_UP

.SEGMENT CHARACTER  76 OK "h"
.PEN_DOWN
35 105 
35 93 
35 80 
36 71 
36 64 
36 58 
36 55 
35 57 
36 62 
42 69 
50 74 
57 75 
61 72 
62 65 
61 58 
61 51 
63 47 
.PEN_UP

.SEGMENT CHARACTER  77-78 OK "i"
.PEN_DOWN
35 77 
37 72 
38 65 
38 60 
39 55 
.PEN_UP 
.PEN_DOWN
37 103 
.PEN_UP

.SEGMENT CHARACTER  79-80 OK "t"
.PEN_DOWN
35 109 
34 89 
34 75 
39 65 
46 59 
54 57 
62 57 
.PEN_UP 
.PEN_DOWN
28 82 
37 83 
53 85 
.PEN_UP

.SEGMENT CHARACTER  81 OK "e"
.PEN_DOWN
35 64 
40 64 
47 66 
53 69 
56 73 
56 78 
54 81 
49 80 
42 74 
37 66 
38 58 
46 53 
58 53 
70 57 
.PEN_UP

.SEGMENT CHARACTER  82 OK "("
.PEN_DOWN
35 115 
23 99 
14 79 
13 62 
22 49 
37 38 
.PEN_UP

.SEGMENT CHARACTER  83 OK "o"
.PEN_DOWN
35 79 
29 78 
25 74 
23 67 
27 61 
37 59 
47 62 
50 68 
45 75 
35 80 
.PEN_UP

.SEGMENT CHARACTER  84 OK "p"
.PEN_DOWN
35 71 
32 58 
30 43 
30 32 
29 29 
28 37 
29 53 
35 70 
43 76 
50 73 
53 65 
48 58 
41 55 
33 56 
28 60 
.PEN_UP

.SEGMENT CHARACTER  85 OK "a"
.PEN_DOWN
35 73 
32 79 
28 81 
21 77 
16 68 
15 60 
17 55 
24 56 
32 62 
35 70 
36 73 
35 68 
37 61 
43 55 
.PEN_UP

.SEGMENT CHARACTER  86 OK "q"
.PEN_DOWN
35 58 
36 62 
35 66 
32 70 
26 70 
19 68 
15 63 
15 56 
18 51 
23 50 
28 53 
33 58 
35 60 
36 54 
34 42 
32 28 
30 13 
29 4 
30 -2 
34 -4 
42 -3 
53 -1 
60 0 
66 0 
.PEN_UP

.SEGMENT CHARACTER  87 OK "u"
.PEN_DOWN
35 71 
34 59 
35 49 
40 42 
48 42 
55 48 
58 57 
59 65 
59 73 
.PEN_UP

.SEGMENT CHARACTER  88 OK "e"
.PEN_DOWN
35 65 
38 62 
43 61 
50 63 
54 69 
54 74 
50 77 
43 74 
38 67 
36 57 
38 47 
46 42 
58 46 
73 56 
.PEN_UP

.SEGMENT CHARACTER  89-90 OK "!"
.PEN_DOWN
35 115 
35 112 
34 99 
33 86 
34 76 
.PEN_UP 
.PEN_DOWN
41 54 
42 55 
39 56 
38 55 
40 55 
.PEN_UP

.SEGMENT CHARACTER  91 OK ")"
.PEN_DOWN
35 108 
40 104 
48 92 
55 75 
56 60 
50 45 
37 32 
26 26 
19 24 
.PEN_UP

.SEGMENT CHARACTER  92 OK "["
.PEN_DOWN
35 91 
29 90 
23 89 
18 88 
12 87 
9 84 
8 79 
8 71 
8 64 
8 56 
7 49 
7 43 
9 40 
14 40 
24 41 
33 42 
40 42 
48 43 
.PEN_UP

.SEGMENT CHARACTER  93-94 OK "4"
.PEN_DOWN
35 87 
31 78 
25 70 
22 65 
20 63 
22 65 
28 66 
36 65 
47 64 
59 64 
.PEN_UP 
.PEN_DOWN
55 97 
54 84 
53 69 
53 57 
55 45 
.PEN_UP

.SEGMENT CHARACTER  95 OK "^"
.PEN_DOWN
35 64 
37 67 
39 70 
41 75 
44 80 
46 88 
47 95 
48 101 
50 102 
52 98 
54 93 
56 88 
60 82 
64 76 
70 72 
75 69 
.PEN_UP

.SEGMENT CHARACTER  96 OK "9"
.PEN_DOWN
35 76 
35 81 
33 86 
28 91 
21 92 
16 88 
13 80 
13 72 
18 68 
25 69 
32 74 
36 79 
37 80 
37 73 
37 62 
38 49 
39 39 
.PEN_UP

.SEGMENT CHARACTER  97 OK "]"
.PEN_DOWN
35 101 
38 103 
46 104 
57 105 
61 104 
61 100 
61 93 
61 83 
60 73 
60 62 
60 50 
60 38 
61 29 
60 24 
55 24 
49 24 
42 23 
36 22 
.PEN_UP

.SEGMENT CHARACTER  98 BAD "_"
.PEN_DOWN
35 90 
38 90 
43 91 
49 93 
51 94 
47 91 
43 86 
39 80 
37 77 
39 82 
42 90 
44 102 
44 108 
43 103 
43 92 
44 82 
45 75 
47 72 
48 73 
44 78 
38 84 
33 87 
29 88 
.PEN_UP

.SEGMENT CHARACTER  99-100 OK "i"
.PEN_DOWN
35 80 
32 75 
31 68 
31 61 
31 55 
32 50 
.PEN_UP 
.PEN_DOWN
23 104 
23 110 
.PEN_UP

.SEGMENT CHARACTER  101 OK "n"
.PEN_DOWN
35 81 
36 76 
36 70 
36 64 
35 61 
36 66 
42 72 
50 77 
56 78 
59 74 
59 67 
59 60 
60 53 
.PEN_UP

.SEGMENT CHARACTER  102 OK "/"
.PEN_DOWN
35 104 
30 97 
21 85 
9 70 
-1 52 
-8 36 
.PEN_UP

.SEGMENT CHARACTER  103 OK "o"
.PEN_DOWN
35 71 
31 71 
26 67 
22 58 
22 48 
28 42 
39 42 
47 46 
49 55 
45 63 
37 68 
29 70 
.PEN_UP

.SEGMENT CHARACTER  104 OK "u"
.PEN_DOWN
35 73 
35 64 
35 53 
37 44 
42 41 
48 43 
54 50 
57 59 
57 63 
56 59 
58 51 
63 44 
.PEN_UP

.SEGMENT CHARACTER  105-106 OK "t"
.PEN_DOWN
35 101 
35 86 
35 73 
36 61 
36 52 
37 46 
.PEN_UP 
.PEN_DOWN
27 79 
37 79 
49 79 
.PEN_UP

.SEGMENT CHARACTER  107-108 OK "\""
.PEN_DOWN
35 101 
35 93 
36 85 
39 78 
.PEN_UP 
.PEN_DOWN
49 100 
50 92 
52 85 
.PEN_UP

.SEGMENT CHARACTER  109 OK "5"
.PEN_DOWN
35 90 
30 87 
25 86 
19 85 
15 84 
13 80 
12 75 
12 71 
13 68 
18 69 
25 70 
32 70 
38 68 
42 63 
42 55 
37 46 
30 41 
23 40 
17 42 
14 45 
.PEN_UP

.SEGMENT CHARACTER  110 OK "6"
.PEN_DOWN
35 93 
31 89 
29 81 
27 70 
28 60 
34 52 
44 48 
55 50 
60 55 
59 61 
52 63 
43 61 
37 55 
.PEN_UP

.SEGMENT CHARACTER  111-112 OK "%"
.PEN_DOWN
35 98 
32 93 
31 89 
33 87 
37 86 
41 88 
42 92 
40 96 
36 97 
36 97 
43 97 
51 98 
56 98 
59 93 
58 84 
54 72 
46 59 
40 48 
38 40 
37 36 
.PEN_UP 
.PEN_DOWN
66 52 
61 45 
62 41 
67 40 
74 42 
76 48 
75 53 
71 56 
67 57 
.PEN_UP

.SEGMENT CHARACTER  113-114 OK "\""
.PEN_DOWN
35 110 
38 102 
38 95 
38 89 
.PEN_UP 
.PEN_DOWN
47 102 
50 92 
.PEN_UP

.SEGMENT CHARACTER  115 OK "<"
.PEN_DOWN
35 93 
30 90 
23 87 
13 83 
3 80 
-2 78 
-3 75 
2 72 
10 69 
20 66 
27 64 
33 62 
40 62 
.PEN_UP

.SEGMENT CHARACTER  116 OK "r"
.PEN_DOWN
35 77 
35 72 
35 66 
36 59 
37 55 
36 58 
37 63 
40 70 
45 75 
50 77 
55 78 
.PEN_UP

.SEGMENT CHARACTER  117 OK "e"
.PEN_DOWN
35 71 
39 68 
46 68 
52 70 
55 74 
54 78 
49 78 
40 74 
35 68 
35 59 
43 50 
56 48 
71 51 
.PEN_UP

.SEGMENT CHARACTER  118 OK "g"
.PEN_DOWN
35 58 
35 62 
33 66 
26 67 
19 64 
14 57 
14 47 
18 41 
24 42 
31 48 
36 56 
37 59 
37 49 
37 31 
36 17 
33 7 
25 1 
13 1 
-2 4 
-10 8 
-12 12 
.PEN_UP

.SEGMENT CHARACTER  119 OK "u"
.PEN_DOWN
35 69 
33 60 
34 50 
38 44 
42 43 
47 50 
49 59 
50 63 
50 60 
51 53 
55 47 
62 44 
70 43 
.PEN_UP

.SEGMENT CHARACTER  120 OK "l"
.PEN_DOWN
35 100 
34 89 
34 75 
36 63 
38 51 
.PEN_UP

.SEGMENT CHARACTER  121 OK "a"
.PEN_DOWN
35 73 
28 74 
21 72 
15 66 
14 59 
16 52 
23 51 
29 54 
33 61 
34 64 
33 59 
38 52 
48 47 
.PEN_UP

.SEGMENT CHARACTER  122 OK "r"
.PEN_DOWN
35 69 
35 64 
35 57 
36 52 
38 59 
43 67 
51 72 
58 74 
.PEN_UP

.SEGMENT CHARACTER  123 OK "3"
.PEN_DOWN
35 90 
37 92 
46 92 
50 89 
51 84 
50 77 
44 73 
40 73 
44 73 
52 70 
55 64 
55 55 
53 46 
45 40 
37 38 
33 41 
.PEN_UP

.SEGMENT CHARACTER  124 OK ">"
.PEN_DOWN
35 86 
46 81 
58 77 
67 76 
75 76 
78 76 
76 74 
72 72 
64 70 
51 67 
41 63 
36 59 
34 56 
.PEN_UP
